species.,species,image_file_name,image_type,color,primary.color,secondary.color,tertiary.color,quaternary.color,pattern,primary.patternattern,secondary.pattern,nape,scale_type,Venomous,Max_Size,Bahrain,Iran,Iraq,Israel,Jordan,Kuwait,Lebanon,Oman,Qatar,Saudi.Arabia,Syria,UAE,Yemen,User
51,Eryx jaculus jaculus,Eryx_jaculus_jaculus2.jpg,body ,black lightbrown ,black,lightbrown,,,blotched ,blotched,,,smooth,,800,,x,x,x,x,,,x,,x,x,,,andrew
51,Eryx jaculus turcicus,Eryx_jaculus_turcicus.jpg,body ,black darkgray ,black,darkgray,,,blotched ,blotched,,,smooth,,800,,x,x,x,x,,,x,,x,x,,,andrew
51,Eryx jaculus turcicus,Eryx_jaculus_turcicus4.jpg,body ,beige brown black ,beige,brown,black,,blotched ,blotched,,,smooth,,800,,x,x,x,x,,,x,,x,x,,,andrew
51,Eryx jaculus turcicus,Eryx_jaculus_turcicus5.jpg,body ,lightgray black darkbrown ,lightgray,black,darkbrown,,blotched ,blotched,,,smooth,,800,,x,x,x,x,,,x,,x,x,,,andrew
52,Eryx jayakari,Eryx_jayakari.jpg,body ,black red beige ,black,red,beige,,blotched ,blotched,,,smooth,,640,,x,x,,,x,,x,x,x,,x,,andrew
52,Eryx jayakari,Eryx_jayakari_female.jpg,body ,lightbrown orange beige ,lightbrown,orange,beige,,blotched ,blotched,,,smooth,,640,,x,x,,,x,,x,x,x,,x,,andrew
53,Eryx johnii,Sindaco 2013 Eryx johnii.jpg,body ,black lightbrown beige ,black,lightbrown,beige,,blotched ,blotched,,,smooth,,1000,,x,,,,,,,,,,,,andrew
53,Eryx johnii,Eryx_johnii.jpg,body ,beige brown ,beige,brown,,,uniform ,uniform,,,smooth,,1000,,x,,,,,,,,,,,,andrew
53,Eryx johnii,Eryx_johnii10.jpg,body ,brown darkbrown ,brown,darkbrown,,,banded ,banded,,,smooth,,1000,,x,,,,,,,,,,,,andrew
53,Eryx johnii,Eryx_johnii11.jpg,body ,beige brown black ,beige,brown,black,,uniform ,uniform,,,smooth,,1000,,x,,,,,,,,,,,,andrew
53,Eryx johnii,Eryx_johnii12.jpg,body ,beige brown darkbrown ,beige,brown,darkbrown,,uniform ,uniform,,,smooth,,1000,,x,,,,,,,,,,,,andrew
53,Eryx johnii,Eryx_johnii13.jpg,body ,darkbrown black ,darkbrown,black,,,uniform ,uniform,,,smooth,,1000,,x,,,,,,,,,,,,andrew
53,Eryx johnii,Eryx_johnii2.jpg,body ,brown ,brown,,,,uniform ,uniform,,,smooth,,1000,,x,,,,,,,,,,,,andrew
53,Eryx johnii,Eryx_johnii3.jpg,body ,brown darkbrown black ,brown,darkbrown,black,,uniform ,uniform,,,smooth,,1000,,x,,,,,,,,,,,,andrew
53,Eryx johnii,Eryx_johnii5.jpg,body ,darkbrown ,darkbrown,,,,uniform ,uniform,,,smooth,,1000,,x,,,,,,,,,,,,andrew
53,Eryx johnii,Eryx_johnii7.jpg,body ,lightbrown darkgray ,lightbrown,darkgray,,,banded ,banded,,,smooth,,1000,,x,,,,,,,,,,,,andrew
53,Eryx johnii,Eryx_johnii9.jpg,body ,black ,black,,,,uniform ,uniform,,,smooth,,1000,,x,,,,,,,,,,,,andrew
54,Eryx miliaris,Eryx_miliaris3.jpg,body ,beige brown black ,beige,brown,black,,blotched ,blotched,,,smooth,,910,,x,x,,,,,,,,,,,andrew
54,Eryx miliaris,Eryx_tataricus.jpg,body ,lightgray black ,lightgray,black,,,blotched ,blotched,,,smooth,,NA,,,,,,,,,,,,,,andrew
54,Eryx miliaris,Eryx_tataricus_speciosus.jpg,body ,beige brown black ,beige,brown,black,,blotched ,blotched,,,smooth,,NA,,,,,,,,,,,,,,andrew
54,Eryx miliaris,Eryx_tataricus_tataricus.jpg,body ,lightgray brown black ,lightgray,brown,black,,blotched ,blotched,,,smooth,,NA,,,,,,,,,,,,,,andrew
54,Eryx miliaris miliaris,Eryx_miliaris_miliaris.jpg,body ,lightbrown brown black ,lightbrown,brown,black,,blotched ,blotched,,,smooth,,910,,x,x,,,,,,,,,,,andrew
54,Eryx miliaris miliaris,Eryx_miliaris_miliaris2.jpg,body ,lightbrown brown black ,lightbrown,brown,black,,blotched ,blotched,,,smooth,,910,,x,x,,,,,,,,,,,andrew
54,Eryx miliaris nogaiorum,Eryx_miliaris_nogaiorum.jpg,body ,lightgray black white ,lightgray,black,white,,blotched ,blotched,,,smooth,,910,,x,x,,,,,,,,,,,andrew
54,Eryx miliaris nogaiorum,Eryx_miliaris_nogaiorum2.jpg,body ,black beige ,black,beige,,,uniform ,uniform,,,smooth,,910,,x,x,,,,,,,,,,,andrew
55,Eryx sistanensis,Eryx_sistanensis.jpg,body ,lightbrown darkbrown black ,lightbrown,darkbrown,black,,blotched ,blotched,,,smooth,,855,,x,,,,,,,,,,,,andrew
55,Eryx sistanensis,Eryx_sistanensis2.jpg,body ,lightbrown darkbrown black ,lightbrown,darkbrown,black,,blotched ,blotched,,,smooth,,855,,x,,,,,,,,,,,,andrew
55,Eryx sistanensis,Eryx_sistanensis3.jpg,body ,lightbrown darkbrown black ,lightbrown,darkbrown,black,,blotched ,blotched,,,smooth,,855,,x,,,,,,,,,,,,andrew
55,Eryx sistanensis,Eryx_sistanensis4.jpg,body ,lightbrown darkbrown beige ,lightbrown,darkbrown,beige,,blotched ,blotched,,,smooth,,855,,x,,,,,,,,,,,,andrew
56,Gloydius caucasicus,Kamali 2020 Gloydius caucasicus.jpg,body ,lightbrown darkbrown black ,lightbrown,darkbrown,black,,blotched ,blotched,,,keeled,,660,,x,,,,,,,,,,,,andrew
57,Gloydius halys,Gloydius_halys.jpg,body ,darkgray lightgray black ,darkgray,lightgray,black,,blotched ,blotched,,,keeled,,750,,x,,,,,,,,,,,,andrew
57,Gloydius halys caraganus,Gloydius_halys_caraganus3.jpg,body ,lightgray brown ,lightgray,brown,,,blotched ,blotched,,,keeled,,750,,x,,,,,,,,,,,,andrew
57,Gloydius halys caraganus,Gloydius_halys_caraganus_m.jpg,body ,beige lightbrown brown ,beige,lightbrown,brown,,blotched ,blotched,,,keeled,,750,,x,,,,,,,,,,,,andrew
58,Gloydius intermedius,Gloydius_intermedius.jpg,body ,darkgray lightgray black ,darkgray,lightgray,black,,banded ,banded,,,keeled,,740,,,,,,,,,,,,,,andrew
58,Gloydius intermedius,Gloydius_intermedius2.jpg,body ,black brown ,black,brown,,,banded ,banded,,,,,740,,,,,,,,,,,,,,andrew
58,Gloydius intermedius,Gloydius_intermedius3.jpg,body ,black lightgray ,black,lightgray,,,banded ,banded,,,,,740,,,,,,,,,,,,,,andrew
58,Gloydius intermedius,Gloydius_intermedius4.jpg,body ,brown beige darkbrown ,brown,beige,darkbrown,,banded ,banded,,,keeled,,740,,,,,,,,,,,,,,andrew
58,Gloydius intermedius,Gloydius_intermedius5.jpg,body ,brown lightbrown black ,brown,lightbrown,black,,banded ,banded,,,keeled,,740,,,,,,,,,,,,,,andrew
58,Gloydius intermedius saxat,Gloydius_intermedius_saxat.jpg,body ,darkbrown lightgray black ,darkbrown,lightgray,black,,banded ,banded,,,,,740,,,,,,,,,,,,,,andrew
59,Hemerophis socotrae,Hemerophis_socotrae.jpg,body ,darkgray beige black ,darkgray,beige,black,,banded ,banded,,,smooth,,1480,,,,,,,,,,,,,,andrew
60,Hemorrhois nummifer,Hemorrhois_nummifer.jpg,body ,darkgray lightgray black ,darkgray,lightgray,black,,blotched ,blotched,,,,,1275,,x,x,x,x,,x,,,,x,,,andrew
61,Hemorrhois ravergieri,Coluber_ravergieri.jpg,body ,lightgray black white ,lightgray,black,white,,blotched ,blotched,,,smooth,,NA,,,,,,,,,,,,,,andrew
61,Hemorrhois ravergieri,Hemorrhois_ravergieri1.jpg,body ,beige black white ,beige,black,white,,blotched ,blotched,,,,,1392,,x,x,,x,,x,,,,x,,,andrew
61,Hemorrhois ravergieri,Hemorrhois_ravergieri4.jpg,body ,lightgray black white ,lightgray,black,white,,blotched ,blotched,,,,,1392,,x,x,,x,,x,,,,x,,,andrew
61,Hemorrhois ravergieri,Hemorrhois_ravergieri6.jpg,body ,beige black ,beige,black,,,blotched ,blotched,,,,,1392,,x,x,,x,,x,,,,x,,,andrew
63,Hydrophis curtus,Lapemis_curtus1.jpg,body ,darkgray lightgray beige ,darkgray,lightgray,beige,,banded ,banded,,,smooth,,NA,,,,,,,,,,,,,,andrew
64,Hydrophis cyanocinctus,Hydrophis_cyanocinctus.jpg,body ,darkgray lightgray black ,darkgray,lightgray,black,,banded ,banded,,,,x,2750,,x,,,,,,x,x,,,x,,andrew
65,Hydrophis fasciatus,Hydrophis_fasciatus1.jpg,body ,beige black lightgray ,beige,black,lightgray,,banded ,banded,,,,x,1100,,,,,,,,,,,,,,andrew
66,Hydrophis hardwickii,Kharin 2016 Hydrophis hardwickii.jpg,body ,black white ,black,white,,,blotched ,blotched,,,keeled,x,1000,,x,,,,,,,,,,x,,andrew
66,Hydrophis hardwickii,Mehrtens 1987 Hydrophis hardwickii 2.jpg,body ,lightbrown beige ,lightbrown,beige,,,uniform ,uniform,,,keeled,x,1000,,x,,,,,,,,,,x,,andrew
66,Hydrophis hardwickii,Mehrtens 1987 Hydrophis hardwickii.jpg,body ,darkgray beige ,darkgray,beige,,,blotched ,blotched,,,keeled,x,1000,,x,,,,,,,,,,x,,andrew
66,Hydrophis hardwickii,O'Shea 1996 Hydrophis hardwickii.jpg,body ,brown beige ,brown,beige,,,blotched ,blotched,,,keeled,x,1000,,x,,,,,,,,,,,,andrew
67,Hydrophis lapemoides,Hydrophis_lapemoides.jpg,body ,black white ,black,white,,,banded ,banded,,,,x,1050,,x,,,,,,x,x,,,x,,andrew
67,Hydrophis lapemoides,Hydrophis_lapemoides1.jpg,body ,beige brown darkbrown ,beige,brown,darkbrown,,banded ,banded,,,,x,1050,,x,,,,,,x,x,,,x,,andrew
67,Hydrophis lapemoides,Hydrophis_lapemoides2.jpg,body ,beige brown darkbrown ,beige,brown,darkbrown,,banded ,banded,,,,x,1050,,x,,,,,,x,x,,,x,,andrew
67,Hydrophis lapemoides,Hydrophis_lapemoides3.jpg,body ,black white ,black,white,,,banded ,banded,,,smooth,x,1050,,x,,,,,,x,x,,,x,,andrew
67,Hydrophis lapemoides,Hydrophis_lapemoides4.jpg,body ,black lightgray ,black,lightgray,,,banded ,banded,,,,x,1050,,x,,,,,,x,x,,,x,,andrew
67,Hydrophis lapemoides,Hydrophis_lapemoides5.jpg,body ,black lightgray ,black,lightgray,,,banded ,banded,,,,x,1050,,x,,,,,,x,x,,,x,,andrew
69,Hydrophis ocellatus,Hydrophis_ocellatus.jpg,body ,darkgray beige darkbrown ,darkgray,beige,darkbrown,,blotched ,blotched,,,,x,950,,,,,,,,,,,,,,andrew
70,Hydrophis ornatus,Hydrophis_ornatus.jpg,body ,darkgray lightgray beige ,darkgray,lightgray,beige,,blotched ,blotched,,,,x,1115,,x,,,,,,x,,,,x,,andrew
71,Hydrophis platura,Pelamis_platura1.jpg,body ,black beige ,black,beige,,,banded ,banded,,,smooth,,NA,,,,,,,,,,,,,,andrew
71,Hydrophis platura,Pelamis_platura2.jpg,body ,black white ,black,white,,,uniform ,uniform,,,,,NA,,,,,,,,,,,,,,andrew
71,Hydrophis platurus,Hydrophis_platurus.jpg,body ,black white ,black,white,,,uniform ,uniform,,,smooth,x,880,,x,x,,,,,x,x,,,x,,andrew
71,Hydrophis platurus,Hydrophis_platurus5.jpg,body ,black white ,black,white,,,uniform ,uniform,,,smooth,x,880,,x,x,,,,,x,x,,,x,,andrew
71,Hydrophis platurus,Hydrophis_platurus6.jpg,body ,darkgray yellow ,darkgray,yellow,,,uniform ,uniform,,,smooth,x,880,,x,x,,,,,x,x,,,x,,andrew
71,Hydrophis platurus,Hydrophis_platurus7.jpg,body ,black yellow ,black,yellow,,,uniform ,uniform,,,smooth,x,880,,x,x,,,,,x,x,,,x,,andrew
71,Hydrophis platurus,Hydrophis_platurus9.jpg,body ,black yellow ,black,yellow,,,uniform ,uniform,,,smooth,x,880,,x,x,,,,,x,x,,,x,,andrew
71,Hydrophis platurus,Hydrophis_platurus_xanthos.jpg,body ,yellow ,yellow,,,,uniform ,uniform,,,smooth,x,880,,x,x,,,,,x,x,,,x,,andrew
72,Hydrophis schistosa,Enhydrina_schistosa1.jpg,body ,black lightgray beige ,black,lightgray,beige,,banded ,banded,,,smooth,,NA,,,,,,,,,,,,,,andrew
72,Hydrophis schistosa,Enhydrina_schistosa3.jpg,body ,darkgray lightgray beige ,darkgray,lightgray,beige,,banded ,banded,,,smooth,,NA,,,,,,,,,,,,,,andrew
72,Hydrophis schistosa,Enhydrina_schistosa4.jpg,body ,lightgray darkgray beige ,lightgray,darkgray,beige,,banded ,banded,,,,,NA,,,,,,,,,,,,,,andrew
72,Hydrophis schistosa,Enhydrina_schistosa5.jpg,body ,lightgray darkgray beige ,lightgray,darkgray,beige,,banded ,banded,,,,,NA,,,,,,,,,,,,,,andrew
73,Hydrophis spiralis,Hydrophis_spiralis.jpg,body ,beige lightbrown brown ,beige,lightbrown,brown,,banded ,banded,,,smooth,x,2750,,x,,,,,,x,,,,x,,andrew
74,Hydrophis viperina,Thallasophina_viperina3.jpg,body ,darkgray lightgray ,darkgray,lightgray,,,blotched ,blotched,,,,,NA,,,,,,,,,,,,,,andrew
63,Hyrophis curtus,Lapemis_curtus2.jpg,body ,beige darkbrown ,beige,darkbrown,,,banded ,banded,,,,,NA,,,,,,,,,,,,,,andrew
75,Indotyphlops braminus,Indotyphlops_braminus2.jpg,body ,black ,black,,,,uniform ,uniform,,,smooth,,141,,x,x,,,x,,x,,x,,x,,andrew
75,Indotyphlops braminus,Indotyphlops_braminus3.jpg,body ,black ,black,,,,uniform ,uniform,,,smooth,,141,,x,x,,,x,,x,,x,,x,,andrew
75,Indotyphlops braminus,Indotyphlops_braminus4.jpg,body ,darkbrown darkgray brown ,darkbrown,darkgray,brown,,uniform ,uniform,,,smooth,,141,,x,x,,,x,,x,,x,,x,,andrew
75,Indotyphlops braminus,Indotyphlops_braminus5.jpg,body ,darkbrown black beige ,darkbrown,black,beige,,uniform ,uniform,,,smooth,,141,,x,x,,,x,,x,,x,,x,,andrew
75,Indotyphlops braminus,Indotyphlops_braminus6.jpg,body ,black darkbrown ,black,darkbrown,,,uniform ,uniform,,,smooth,,141,,x,x,,,x,,x,,x,,x,,andrew
75,Indotyphlops braminus,Ramphotyphlops_braminus.jpg,body ,darkgray ,darkgray,,,,uniform ,uniform,,,smooth,,NA,,,,,,,,,,,,,,andrew
75,Indotyphlops braminus,Ramphotyphlops_braminus2.jpg,body ,brown ,brown,,,,uniform ,uniform,,,smooth,,NA,,,,,,,,,,,,,,andrew
76,Letheobia simoni,Letheobia_simoni.jpg,body ,purple black darkgray ,purple,black,darkgray,,uniform ,uniform,,,smooth,,NA,,,,x,x,,,,,,,,,andrew
76,Letheobia simoni,Letheobia_simoni2.jpg,body ,red ,red,,,,uniform ,uniform,,,smooth,,NA,,,,x,x,,,,,,,,,andrew
76,Letheobia simoni,Letheobia_simoni3.jpg,body ,red brown ,red,brown,,,uniform ,uniform,,,smooth,,NA,,,,x,x,,,,,,,,,andrew
77,Lycodon striatus,Lycodon_striatus.jpg,body ,black yellow white ,black,yellow,white,,blotched ,blotched,,,smooth,,488,,x,,,,,,,,,,,,andrew
77,Lycodon striatus,Lycodon_striatus2.jpg,body ,brown beige black ,brown,beige,black,,blotched ,blotched,,,smooth,,488,,x,,,,,,,,,,,,andrew
77,Lycodon striatus,Lycodon_striatus3.jpg,body ,brown yellow white ,brown,yellow,white,,blotched ,blotched,,,smooth,,488,,x,,,,,,,,,,,,andrew
77,Lycodon striatus,Lycodon_striatus4.jpg,body ,darkbrown yellow white ,darkbrown,yellow,white,,blotched ,blotched,,,smooth,,488,,x,,,,,,,,,,,,andrew
77,Lycodon striatus,Lycodon_striatus5.jpg,body ,black white yellow ,black,white,yellow,,blotched ,blotched,,,smooth,,488,,x,,,,,,,,,,,,andrew
78,Lytorhynchus diadema,Lytorhynchus_diadema.jpg,body ,lightgray brown black ,lightgray,brown,black,,blotched ,blotched,,,,,440,,,,x,x,x,,,x,,x,x,,andrew
78,Lytorhynchus diadema,Lytorhynchus_diadema2.jpg,body ,beige darkbrown white ,beige,darkbrown,white,,blotched ,blotched,,,,,440,,,,x,x,x,,,x,,x,x,,andrew
78,Lytorhynchus diadema,Lytorhynchus_diadema3.jpg,body ,beige darkbrown white ,beige,darkbrown,white,,blotched ,blotched,,,smooth,,440,,,,x,x,x,,,x,,x,x,,andrew
78,Lytorhynchus diadema,Lytorhynchus_diadema4.jpg,body ,beige lightbrown brown ,beige,lightbrown,brown,,blotched ,blotched,,,smooth,,440,,,,x,x,x,,,x,,x,x,,andrew
78,Lytorhynchus diadema,Lytorhynchus_diadema5.jpg,body ,beige brown black ,beige,brown,black,,blotched ,blotched,,,smooth,,440,,,,x,x,x,,,x,,x,x,,andrew
78,Lytorhynchus diadema,Lytorhynchus_diadema6.jpg,body ,white brown red ,white,brown,red,,blotched ,blotched,,,smooth,,440,,,,x,x,x,,,x,,x,x,,andrew
81,Lytorhynchus kennedyi ridgewayi,Sindaco 2013 Lytorhynchus kennedyi ridgewayiB.jpg,body ,lightgray darkbrown ,lightgray,darkbrown,,,blotched ,blotched,,,smooth,,380,,,x,,x,,,,,x,x,,,andrew
81,Lytorhynchus kennedyi ridgewayi,Sindaco 2013 Lytorhynchus kennedyi ridgewayiD.jpg,body ,lightgray darkbrown white ,lightgray,darkbrown,white,,blotched ,blotched,,,,,380,,,x,,x,,,,,x,x,,,andrew
81,Lytorhynchus kennedyi ridgewayi,Sindaco 2013 Lytorhynchus kennedyi ridgewayiE.jpg,body ,brown black ,brown,black,,,spotted ,spotted,,,smooth,,380,,,x,,x,,,,,x,x,,,andrew
82,Lytorhynchus maynardi,Lytorhynchus_maynardi.jpg,body ,beige black ,beige,black,,,blotched ,blotched,,,,,265,,x,,,,,,,,,,,,andrew
84,Macroprotodon cucullatus,Macroprotodon_cucullatus.jpg,body ,darkgray black lightgray ,darkgray,black,lightgray,,spotted ,spotted,,,smooth,,550,,,,x,,,,,,,,,,andrew
85,Macrovipera leb turanica,Macrovipera_leb_turanica.jpg,body ,darkgray brown lightgray ,darkgray,brown,lightgray,,blotched ,blotched,,,,x,2140,,x,x,,x,,x,,,,x,,x,andrew
85,Macrovipera lebetina,Macrovipera_lebetina.jpg,body ,lightgray darkgray ,lightgray,darkgray,,,blotched ,blotched,,,,x,2140,,x,x,,x,,x,,,,x,,x,andrew
85,Macrovipera lebetina,Macrovipera_lebetina_obtusa.jpg,body ,lightgray brown black ,lightgray,brown,black,,blotched ,blotched,,,keeled,x,2140,,x,x,,x,,x,,,,x,,x,andrew
85,Macrovipera lebetina,Macrovipera_lebetina_obtusa2.jpg,body ,lightbrown brown ,lightbrown,brown,,,blotched ,blotched,,,keeled,x,2140,,x,x,,x,,x,,,,x,,x,andrew
86,Macrovipera razii,Oraie 2018 Macrovipera raziiA.jpg,body ,black ,black,,,,uniform ,uniform,,,,x,1577,,x,,,,,,,,,,,,andrew
86,Macrovipera razii,Oraie 2018 Macrovipera raziiB.jpg,body ,lightgray lightbrown ,lightgray,lightbrown,,,blotched ,blotched,,,smooth,x,1577,,x,,,,,,,,,,,,andrew
87,Malpolon insignitus insignitus,Malpolon_insignitus_insignitus3.jpg,body ,beige brown ,beige,brown,,,uniform ,uniform,,,,,2080,,x,x,x,x,,x,,,,x,,,andrew
88,Malpolon moilensis,Malpolon_moilensis3.jpg,body ,beige brown darkbrown ,beige,brown,darkbrown,,blotched ,blotched,,,,,1890,,x,x,x,x,x,,,x,x,x,x,x,andrew
89,Malpolon monspessulana,Malpolon_monspessulana.jpg,body ,brown ,brown,,,,uniform ,uniform,,,keeled,,2170,,,,,,,,,,,,,,andrew
89,Malpolon monspessulana,Malpolon_monspessulanus4.jpg,body ,lightgray lightbrown black ,lightgray,lightbrown,black,,uniform ,uniform,,,smooth,,2170,,,,,,,,,,,,,,andrew
89,Malpolon monspessulana,Malpolon_monspessulanus5.jpg,body ,brown ,brown,,,,uniform ,uniform,,,keeled,,2170,,,,,,,,,,,,,,andrew
89,Malpolon monspessulana,Malpolon_monspessulanus6.jpg,body ,darkbrown ,darkbrown,,,,uniform ,uniform,,,smooth,,2170,,,,,,,,,,,,,,andrew
89,Malpolon monspessulana,Malpolon_monspessulanus7.jpg,body ,brown beige ,brown,beige,,,uniform ,uniform,,,,,2170,,,,,,,,,,,,,,andrew
89,Malpolon monspessulana,Malpolon_monspessulanus_juv_fem.jpg,body ,brown black beige ,brown,black,beige,,spotted ,spotted,,,smooth,,2170,,,,,,,,,,,,,,andrew
89,Malpolon monspessulana,Malpolon_monspessulanus_m.jpg,body ,lightgray beige ,lightgray,beige,,,uniform ,uniform,,,,,2170,,,,,,,,,,,,,,andrew
89,Malpolon monspessulana,Malpolon_monspessulanus_male.jpg,body ,brown ,brown,,,,uniform ,uniform,,,keeled,,2170,,,,,,,,,,,,,,andrew
90,Micrelaps muelleri,Micrelaps_muelleri.jpg,body ,black yellow ,black,yellow,,,banded ,banded,,,smooth,x,600,,,,x,x,,x,,,,x,,,andrew
90,Micrelaps muelleri,Micrelaps_muelleri2.jpg,body ,black beige ,black,beige,,,banded ,banded,,,smooth,x,600,,,,x,x,,x,,,,x,,,andrew
90,Micrelaps muelleri,Micrelaps_muelleri3.jpg,body ,black beige ,black,beige,,,banded ,banded,,,smooth,x,600,,,,x,x,,x,,,,x,,,andrew
90,Micrelaps muelleri,Micrelaps_muelleri4.jpg,body ,black white ,black,white,,,banded ,banded,,,smooth,x,600,,,,x,x,,x,,,,x,,,andrew
90,Micrelaps muelleri,Micrelaps_tchernovi.jpg,body ,black beige ,black,beige,,,banded ,banded,,,smooth,,NA,,,,,,,,,,,,,,andrew
95,Montipera raddei,Vipera_r_raddei.jpg,body ,darkgray lightbrown black ,darkgray,lightbrown,black,,blotched ,blotched,,,,,NA,,,,,,,,,,,,,,andrew
92,Montivipera bornmuelleri,Montivipera_bornmuelleri2.jpg,body ,lightgray brown black ,lightgray,brown,black,,blotched ,blotched,,,,x,740,,,,x,,,x,,,,x,,,andrew
92,Montivipera bornmuelleri,Montivipera_bornmuelleri3.jpg,body ,lightgray black brown ,lightgray,black,brown,,blotched ,blotched,,,,x,740,,,,x,,,x,,,,x,,,andrew
93,Montivipera kuhrangica,Montivipera_kuhrangica.jpg,body ,lightgray beige black ,lightgray,beige,black,,blotched ,blotched,,,keeled,x,667,,x,,,,,,,,,,,,andrew
94,Montivipera latifi,Sindaco 2013 Montivipera latifiA.jpg,body ,lightgray black lightbrown ,lightgray,black,lightbrown,,blotched ,blotched,,,keeled,x,790,,x,,,,,,,,,,,,andrew
94,Montivipera latifi,Sindaco 2013 Montivipera latifiC.jpg,body ,lightgray black ,lightgray,black,,,blotched ,blotched,,,keeled,x,790,,x,,,,,,,,,,,,andrew
94,Montivipera latifi,Sindaco 2013 Montivipera latifiD.jpg,body ,brown darkbrown lightgray ,brown,darkbrown,lightgray,,blotched ,blotched,,,keeled,x,790,,x,,,,,,,,,,,,andrew
94,Montivipera latifi,Sindaco 2013 Montivipera latifiE.jpg,body ,brown ,brown,,,,uniform ,uniform,,,,x,790,,x,,,,,,,,,,,,andrew
94,Montivipera latifi,Sindaco 2013 Montivipera latifiF.jpg,body ,darkgray black lightgray ,darkgray,black,lightgray,,blotched ,blotched,,,keeled,x,790,,x,,,,,,,,,,,,andrew
94,Montivipera latifi,Sindaco 2013 Montivipera latifiG.jpg,body ,darkgray lightbrown black ,darkgray,lightbrown,black,,blotched ,blotched,,,keeled,x,790,,x,,,,,,,,,,,,andrew
96,Montivipera wagneri,Montivipera_wagneri.jpg,body ,lightgray beige darkbrown ,lightgray,beige,darkbrown,,blotched ,blotched,,,keeled,x,950,,x,,,,,,,,,,,,andrew
96,Montivipera wagneri,Montivipera_wagneri2.jpg,body ,lightgray darkbrown lightbrown ,lightgray,darkbrown,lightbrown,,blotched ,blotched,,,,x,950,,x,,,,,,,,,,,,andrew
97,Montvipera xanthina,Vipera_xanthina.jpg,body ,lightgray darkbrown white ,lightgray,darkbrown,white,,blotched ,blotched,,,keeled,,NA,,,,,,,,,,,,,,andrew
97,Montvipera xanthina,Vipera_xanthina_2.jpg,body ,lightgray black white ,lightgray,black,white,,blotched ,blotched,,,keeled,,NA,,,,,,,,,,,,,,andrew
101,Myriopholis macrorhyncha,Myriopholis_macrorhyncha.jpg,body ,purple ,purple,,,,uniform ,uniform,,,smooth,,269,,x,x,x,x,,,x,,,x,x,,andrew
101,Myriopholis macrorhyncha,Myriopholis_macrorhyncha2.jpg,body ,purple ,purple,,,,uniform ,uniform,,,smooth,,269,,x,x,x,x,,,x,,,x,x,,andrew
101,Myriopholis macrorhyncha,Myriopholis_macrorhyncha4.jpg,body ,purple ,purple,,,,uniform ,uniform,,,smooth,,269,,x,x,x,x,,,x,,,x,x,,andrew
101,Myriopholis macrorhynchus,Leptotyphlops_macrorhynchus.jpg,body ,white ,white,,,,uniform ,uniform,,,smooth,,NA,,,,,,,,,,,,,,andrew
101,Myriopholis macrorhynchus,Leptotyphlops_macrorhynchus2.jpg,body ,beige ,beige,,,,uniform ,uniform,,,smooth,,NA,,,,,,,,,,,,,,andrew
101,Myriopholis macrorhynchus,Leptotyphlops_macrorhynchus4.jpg,body ,purple beige ,purple,beige,,,uniform ,uniform,,,smooth,,NA,,,,,,,,,,,,,,andrew
102,Myriopholis macrura,Myriopholis_macrura.jpg,body ,purple ,purple,,,,uniform ,uniform,,,smooth,,170,,,,,,,,,,,,,x,andrew
102,Myriopholis macrurus,Leptotyphlops_macrurus.jpg,body ,purple lightgray ,purple,lightgray,,,uniform ,uniform,,,smooth,,NA,,,,,,,,,,,,,,andrew
103,Myriopholis nursii,Egan 2007 Myriopholis nursiiC.jpg,body ,brown black ,brown,black,,,uniform ,uniform,,,smooth,,250,,,,,,,,x,,,,,x,andrew
103,Myriopholis nursii,Carranza 2021 Myriopholis nursii.jpg,body ,brown ,brown,,,,uniform ,uniform,,,smooth,,250,,,,,,,,x,,,,,x,andrew
104,Myriopholis wilsoni,Leptotyphlops_wilsoni.jpg,body ,brown darkbrown ,brown,darkbrown,,,uniform ,uniform,,,smooth,,NA,,,,,,,,,,,,,,andrew
104,Myriopholis wilsoni,Myriopholis_wilsoni.jpg,body ,purple ,purple,,,,uniform ,uniform,,,smooth,,101,,,,,,,,,,,,,x,andrew
106,Naja arabica,Carranza 2021 Naja arabicaD.jpg,body ,lightbrown darkbrown black ,lightbrown,darkbrown,black,,spotted ,spotted,,,,x,2400,,,,,,,,x,,x,,,x,andrew
107,Naja haje,Naja_haje.jpg,body ,black yellow beige ,black,yellow,beige,,uniform ,uniform,,,smooth,x,2600,,,,,,,,,,,,,x,andrew
107,Naja haje,Naja_haje2.jpg,body ,brown beige ,brown,beige,,,uniform ,uniform,,,smooth,x,2600,,,,,,,,,,,,,x,andrew
107,Naja haje,Naja_haje3.jpg,body ,darkbrown black ,darkbrown,black,,,blotched ,blotched,,,smooth,x,2600,,,,,,,,,,,,,x,andrew
107,Naja haje,Naja_haje4.jpg,body ,brown lightbrown ,brown,lightbrown,,,uniform ,uniform,,,smooth,x,2600,,,,,,,,,,,,,x,andrew
107,Naja haje,Naja_naja_haje2.jpg,body ,darkbrown beige ,darkbrown,beige,,,uniform ,uniform,,,smooth,x,2600,,,,,,,,,,,,,x,andrew
109,Naja natrix,Natrix_natrix.jpg,body ,beige black lightgray ,beige,black,lightgray,,spotted ,spotted,,,,x,2000,,x,x,,,,,x,,,x,,,andrew
